id,concrete_cement,healthy_metal,incomplete,irregular_metal,other
7a48638c,0.00019162,0.00000000,0.00001602,0.00000000,0.99979240
7a490530,0.75485849,0.00000000,0.24514148,0.00000000,0.00000000
7a463dfa,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a518778,0.72525024,0.00000000,0.12949559,0.00000000,0.14525409
7a4608e4,0.81004608,0.00000000,0.18995389,0.00000000,0.00000000
7a4ce4f2,0.00000043,0.00000000,0.00000003,0.00000000,0.99999952
7a4d7b06,0.71041965,0.00000000,0.28958043,0.00000000,0.00000000
7a4cb356,0.89305711,0.00000000,0.10615955,0.00000000,0.00078334
7a45f160,0.89469248,0.00000000,0.10530754,0.00000000,0.00000000
7a469a0c,0.95035630,0.00000000,0.04757173,0.00000000,0.00207196
7a50506a,0.96149343,0.00000000,0.03850656,0.00000000,0.00000000
7a4b23ba,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e2f2e,0.40358111,0.00000000,0.08357137,0.00000000,0.51284754
7a48f14e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d929e,0.44940206,0.00000000,0.55059791,0.00000000,0.00000000
7a4924b6,0.66048723,0.00000000,0.33951277,0.00000000,0.00000000
7a4d7282,0.20817412,0.00000000,0.01323199,0.00000000,0.77859390
7a4a679a,0.83091164,0.00000000,0.16908835,0.00000000,0.00000003
7a468b3e,0.85293531,0.00000000,0.14586437,0.00000000,0.00120031
7a4d8ae2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48d768,0.77943391,0.00000000,0.13852407,0.00000000,0.08204212
7a4c5172,0.89504272,0.00000000,0.10495727,0.00000000,0.00000000
7a4d8fc4,0.70220309,0.00000000,0.29779691,0.00000000,0.00000000
7a4bb6e0,0.00000045,0.00000000,0.00000001,0.00000000,0.99999952
7a4923e4,0.87989545,0.00000000,0.12010463,0.00000000,0.00000000
7a48b3e6,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4aab4c,0.87148762,0.00000000,0.12851232,0.00000000,0.00000000
7a4c63e2,0.85796529,0.00000000,0.14203468,0.00000000,0.00000001
7a49aada,0.00000002,0.00000000,0.00000000,0.00000000,1.00000000
7a4d2a8e,0.73130447,0.00000000,0.26869547,0.00000000,0.00000000
7a519f2e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4999e6,0.95281100,0.00000000,0.04718896,0.00000000,0.00000000
7a519a4c,0.51474810,0.00000000,0.48525187,0.00000000,0.00000000
7a4a854a,0.12161716,0.00000000,0.01271462,0.00000000,0.86566818
7a4dd98e,0.82694298,0.00000000,0.17304993,0.00000000,0.00000712
7a4d97ee,0.73094606,0.00000000,0.26905394,0.00000000,0.00000000
7a4c9b5a,0.91818672,0.00000000,0.08181328,0.00000000,0.00000000
7a4ad144,0.87315357,0.00000000,0.12640734,0.00000000,0.00043914
7a488f74,0.87539184,0.00000000,0.12459822,0.00000000,0.00000995
7a517846,0.00000026,0.00000000,0.00000000,0.00000000,0.99999976
7a4da63a,0.20170885,0.00000000,0.01185418,0.00000000,0.78643698
7a4e533c,0.89986414,0.00000000,0.05046141,0.00000000,0.04967453
7a493b54,0.61436504,0.00000000,0.38563490,0.00000000,0.00000000
7a45ea76,0.73239297,0.00000000,0.26760697,0.00000000,0.00000000
7a5198a8,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a500c72,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bec3c,0.52152926,0.00000000,0.47847080,0.00000000,0.00000000
7a468710,0.00000010,0.00000000,0.00000001,0.00000000,0.99999988
7a4b3b3e,0.63914502,0.00000000,0.36085495,0.00000000,0.00000000
7a49c9c0,0.86849868,0.00000000,0.13150138,0.00000000,0.00000000
7a489e42,0.50858605,0.00000000,0.49141395,0.00000000,0.00000000
7a4df158,0.34678668,0.00000000,0.65321332,0.00000000,0.00000000
7a51dafc,0.91175842,0.00000000,0.08824159,0.00000000,0.00000000
7a46671c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a460358,0.88492560,0.00000000,0.11507441,0.00000000,0.00000000
7a4d8402,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48248a,0.53397274,0.00000000,0.46602720,0.00000000,0.00000000
7a4f3ff4,0.79193926,0.00000000,0.20806073,0.00000000,0.00000001
7a46fbe6,0.60069358,0.00000000,0.39930648,0.00000000,0.00000000
7a469c1e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a507c84,0.38902777,0.00000000,0.61097223,0.00000000,0.00000000
7a4b2630,0.88821715,0.00000000,0.11176021,0.00000000,0.00002267
7a48d556,0.02129570,0.00000000,0.00117537,0.00000000,0.97752893
7a4b516e,0.41444147,0.00000000,0.58555853,0.00000000,0.00000000
7a506744,0.00011742,0.00000000,0.00000426,0.00000000,0.99987829
7a4a4396,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a494540,0.72765046,0.00000000,0.27234948,0.00000000,0.00000000
7a499702,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4fe030,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ee8a6,0.70804065,0.00000000,0.29195929,0.00000000,0.00000000
7a473ca0,0.00000001,0.00000000,0.00000000,0.00000000,1.00000000
7a51c6fc,0.00727138,0.00000000,0.00076444,0.00000000,0.99196422
7a4c81ec,0.89248997,0.00000000,0.10750992,0.00000000,0.00000005
7a50b7d0,0.69790655,0.00000000,0.30209342,0.00000000,0.00000000
7a48b65c,0.78045076,0.00000000,0.21954921,0.00000000,0.00000000
7a4bb4e2,0.48939475,0.00000000,0.06357271,0.00000000,0.44703254
7a494d6a,0.90503651,0.00000000,0.05438734,0.00000000,0.04057605
7a51d958,0.92189771,0.00000000,0.06303964,0.00000000,0.01506260
7a480c48,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c9dc6,0.79757166,0.00000000,0.20242842,0.00000000,0.00000003
7a4b6ea6,0.89208168,0.00000000,0.10791837,0.00000000,0.00000000
7a459c7e,0.79684758,0.00000000,0.20315243,0.00000000,0.00000000
7a4d34d4,0.88860339,0.00000000,0.11108014,0.00000000,0.00031649
7a51ec54,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4de5d2,0.88443494,0.00000000,0.11556473,0.00000000,0.00000027
7a4589b4,0.89908886,0.00000000,0.10091116,0.00000000,0.00000000
7a4c038e,0.96791738,0.00000000,0.03033522,0.00000000,0.00174739
7a4b9836,0.66481751,0.00000000,0.33518252,0.00000000,0.00000000
7a49d816,0.10482454,0.00000000,0.00016603,0.00000000,0.89500952
7a4e36ea,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a511cd4,0.72514254,0.00000000,0.27485743,0.00000000,0.00000000
7a50acd6,0.30375439,0.00000000,0.69624561,0.00000000,0.00000000
7a4e7330,0.98438406,0.00000000,0.01561549,0.00000000,0.00000042
7a4cdc64,0.52831668,0.00000000,0.47168332,0.00000000,0.00000000
7a4ab4b6,0.81910896,0.00000000,0.18089098,0.00000000,0.00000000
7a50d58a,0.73113734,0.00000000,0.26855516,0.00000000,0.00030748
7a4624f0,0.41983703,0.00000000,0.01926903,0.00000000,0.56089395
7a5068e8,0.90989137,0.00000000,0.09010863,0.00000000,0.00000000
7a4f54e4,0.70657498,0.00000000,0.29342505,0.00000000,0.00000000
7a489c9e,0.73421925,0.00000000,0.26578069,0.00000000,0.00000000
7a48d344,0.00020805,0.00000000,0.00000690,0.00000000,0.99978513
7a467b76,0.00000345,0.00000000,0.00000012,0.00000000,0.99999642
7a4d7f16,0.93422747,0.00000000,0.06577247,0.00000000,0.00000002
7a4e2e5c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4f866c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a46169a,0.27846599,0.00000000,0.72153401,0.00000000,0.00000000
7a4debfe,0.06130485,0.00000000,0.00804543,0.00000000,0.93064976
7a4e8942,0.92550743,0.00000000,0.07430787,0.00000000,0.00018471
7a487c96,0.00017568,0.00000000,0.00001563,0.00000000,0.99980873
7a4b063c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4de294,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51d7b4,0.48376936,0.00000000,0.51623058,0.00000000,0.00000000
7a4d8bb4,0.88190687,0.00000000,0.11809318,0.00000000,0.00000000
7a4fe1ca,0.71461719,0.00000000,0.28538287,0.00000000,0.00000000
7a4bb2d0,0.44866028,0.00000000,0.55133975,0.00000000,0.00000000
7a4ba074,0.00000005,0.00000000,0.00000000,0.00000000,1.00000000
7a4510ec,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b19ec,0.06954411,0.00000000,0.00224902,0.00000000,0.92820686
7a45ee72,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e12e6,0.63271290,0.00000000,0.36728713,0.00000000,0.00000001
7a4b5e34,0.97056288,0.00000000,0.02943709,0.00000000,0.00000000
7a4c3dea,0.51564282,0.00000000,0.48435727,0.00000000,0.00000000
7a4d2e9e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a519e5c,0.84695542,0.00000000,0.15302771,0.00000000,0.00001683
7a51ea42,0.00000091,0.00000000,0.00000009,0.00000000,0.99999905
7a4635e4,0.77605194,0.00000000,0.22394803,0.00000000,0.00000000
7a494af4,0.80818737,0.00000000,0.19156776,0.00000000,0.00024493
7a51497a,0.90692401,0.00000000,0.09307604,0.00000000,0.00000000
7a4d93de,0.00337903,0.00000000,0.00041775,0.00000000,0.99620324
7a4e15c0,0.85340953,0.00000000,0.14659047,0.00000000,0.00000000
7a4bddf0,0.88834375,0.00000000,0.10385349,0.00000000,0.00780272
7a47bf9a,0.34688231,0.00000000,0.10874449,0.00000000,0.54437310
7a4d9442,0.49795535,0.00000000,0.50204468,0.00000000,0.00000000
7a4c98d0,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c9ae2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a512d28,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51ac30,0.24644826,0.00000000,0.02415901,0.00000000,0.72939265
7a48291c,0.01652909,0.00000000,0.00218680,0.00000000,0.98128408
7a45085e,0.00617362,0.00000000,0.00100140,0.00000000,0.99282503
7a4da22a,0.02500026,0.00000000,0.00185020,0.00000000,0.97314948
7a499c5c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d4172,0.88014430,0.00000000,0.11985570,0.00000000,0.00000000
7a4bdd1e,0.90989077,0.00000000,0.09010926,0.00000000,0.00000000
7a4938de,0.84214848,0.00000000,0.15785158,0.00000000,0.00000000
7a457866,0.88264549,0.00000000,0.11050891,0.00000000,0.00684557
7a4babd2,0.84725732,0.00000000,0.15274277,0.00000000,0.00000000
7a4e96c6,0.00248079,0.00000000,0.00019403,0.00000000,0.99732518
7a4ab65a,0.07839342,0.00000000,0.00345991,0.00000000,0.91814661
7a512dfa,0.87936616,0.00000000,0.09107022,0.00000000,0.02956369
7a49418a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e06a2,0.48833063,0.00000000,0.51166850,0.00000000,0.00000093
7a451ef2,0.40868783,0.00000000,0.59131217,0.00000000,0.00000000
7a4b4a70,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4f4e54,0.88173109,0.00000000,0.11826798,0.00000000,0.00000090
7a4c3d18,0.85279572,0.00000000,0.14720429,0.00000000,0.00000000
7a4dd4f2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a492b00,0.72598112,0.00000000,0.27401885,0.00000000,0.00000000
7a47de94,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ab1d2,0.00241586,0.00000000,0.00004073,0.00000000,0.99754339
7a4b385a,0.85316598,0.00000000,0.14683403,0.00000000,0.00000000
7a4e34ec,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51028a,0.63988370,0.00000000,0.36011624,0.00000000,0.00000000
7a4a3770,0.93840903,0.00000000,0.06159095,0.00000000,0.00000000
7a49f5bc,0.84906119,0.00000000,0.15093879,0.00000000,0.00000000
7a4c717a,0.95322067,0.00000000,0.04677936,0.00000000,0.00000000
7a4b6046,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ff89a,0.50505054,0.00000000,0.08964665,0.00000000,0.40530279
7a4d3812,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48854c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b804e,0.00785695,0.00000000,0.00182832,0.00000000,0.99031466
7a4f83f6,0.74500000,0.00000000,0.25500000,0.00000000,0.00000000
7a4c4330,0.77922213,0.00000000,0.22077791,0.00000000,0.00000000
7a519506,0.89219248,0.00000000,0.10780339,0.00000000,0.00000419
7a4987bc,0.22082546,0.00000000,0.00804743,0.00000000,0.77112716
7a454d82,0.84208250,0.00000000,0.15791750,0.00000000,0.00000000
7a4cf078,0.61586243,0.00000000,0.38413754,0.00000000,0.00000000
7a518156,0.75697988,0.00000000,0.24302015,0.00000000,0.00000000
7a50072c,0.83200186,0.00000000,0.16799776,0.00000000,0.00000039
7a4b03c6,0.65393788,0.00000000,0.04932133,0.00000000,0.29674074
7a48f0e0,0.87211722,0.00000000,0.12787722,0.00000000,0.00000553
7a4de082,0.63555831,0.00000000,0.36444175,0.00000000,0.00000000
7a4c8250,0.76899219,0.00000000,0.23100786,0.00000000,0.00000000
7a48064e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bb74e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a458572,0.72125876,0.00000000,0.27874124,0.00000000,0.00000000
7a4edf50,0.88996291,0.00000000,0.11003707,0.00000000,0.00000000
7a4e8b4a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ddda8,0.42535535,0.00000000,0.57464468,0.00000000,0.00000000
7a508436,0.75739205,0.00000000,0.19942056,0.00000000,0.04318732
7a4be7c8,0.75823659,0.00000000,0.24176340,0.00000000,0.00000000
7a4edfbe,0.91791904,0.00000000,0.08208074,0.00000000,0.00000017
7a46c086,0.72721183,0.00000000,0.27278820,0.00000000,0.00000000
7a4e6b42,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a513002,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4820b6,0.00000329,0.00000000,0.00000033,0.00000000,0.99999642
7a4d9c62,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a465a38,0.53740364,0.00000000,0.46259630,0.00000000,0.00000000
7a497470,0.00000005,0.00000000,0.00000001,0.00000000,0.99999988
7a4bb7bc,0.00009410,0.00000000,0.00000429,0.00000000,0.99990165
7a4f8c84,0.00000164,0.00000000,0.00000012,0.00000000,0.99999821
7a4ae850,0.86995929,0.00000000,0.13003802,0.00000000,0.00000262
7a4f4260,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ea9ae,0.74134773,0.00000000,0.25861651,0.00000000,0.00003576
7a5166ee,0.31439546,0.00000000,0.10200658,0.00000000,0.58359796
7a50f1be,0.35898572,0.00000000,0.64101428,0.00000000,0.00000000
7a4a9b3e,0.89403653,0.00000000,0.10596347,0.00000000,0.00000000
7a500042,0.75239229,0.00000000,0.24760774,0.00000000,0.00000000
7a4f32b6,0.87066948,0.00000000,0.12933056,0.00000000,0.00000000
7a4bccb6,0.70232940,0.00000000,0.22417246,0.00000000,0.07349823
7a4b89f4,0.67474908,0.00000000,0.32525092,0.00000000,0.00000000
7a4ceed4,0.79576349,0.00000000,0.20423648,0.00000000,0.00000000
7a4f58f4,0.44343781,0.00000000,0.55653948,0.00000000,0.00002267
7a4a663c,0.16325359,0.00000000,0.83674645,0.00000000,0.00000000
7a466c80,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4ed60e,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e1b88,0.69450670,0.00000000,0.30549335,0.00000000,0.00000000
7a501cd0,0.00412120,0.00000000,0.00028955,0.00000000,0.99558926
7a4a24b0,0.47048000,0.00000000,0.52951998,0.00000000,0.00000000
7a4724f4,0.73275769,0.00000000,0.26724228,0.00000000,0.00000000
7a4c0802,0.72215980,0.00000000,0.27784023,0.00000000,0.00000000
7a502aae,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a45a78c,0.83590364,0.00000000,0.16409639,0.00000000,0.00000000
7a486b48,0.35581705,0.00000000,0.02375546,0.00000000,0.62042749
7a515d20,0.00000891,0.00000000,0.00000018,0.00000000,0.99999094
7a48eb22,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4da568,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51b694,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a50ed36,0.80956310,0.00000000,0.19043685,0.00000000,0.00000000
7a4a9512,0.81169122,0.00000000,0.18830882,0.00000000,0.00000000
7a44e900,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e33b6,0.23441143,0.00000000,0.76558852,0.00000000,0.00000000
7a4f519c,0.00000013,0.00000000,0.00000001,0.00000000,0.99999988
7a4808a6,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4d3cf4,0.86878765,0.00000000,0.13121235,0.00000000,0.00000000
7a4b9638,0.10576041,0.00000000,0.00377283,0.00000000,0.89046675
7a4b82ba,0.71322882,0.00000000,0.28677121,0.00000000,0.00000000
7a45e044,0.00000028,0.00000000,0.00000002,0.00000000,0.99999964
7a48a5b8,0.10199930,0.00000000,0.00590311,0.00000000,0.89209759
7a513214,0.67652559,0.00000000,0.32347444,0.00000000,0.00000000
7a4855fe,0.77957886,0.00000000,0.22042108,0.00000000,0.00000000
7a4d0f36,0.00000382,0.00000000,0.00000007,0.00000000,0.99999607
7a4971fa,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4f5340,0.85380477,0.00000000,0.14391065,0.00000000,0.00228463
7a4ca514,0.00003285,0.00000000,0.00000223,0.00000000,0.99996495
7a4a1dc6,0.88190794,0.00000000,0.11798526,0.00000000,0.00010684
7a4b62b2,0.92452496,0.00000000,0.07547504,0.00000000,0.00000000
7a4aed32,0.88716328,0.00000000,0.11130700,0.00000000,0.00152966
7a4aecce,0.93846875,0.00000000,0.06153100,0.00000000,0.00000020
7a4c873c,0.90125120,0.00000000,0.09874882,0.00000000,0.00000000
7a48f220,0.78571349,0.00000000,0.21428651,0.00000000,0.00000000
7a47ed76,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bf0ba,0.38125286,0.00000000,0.61874712,0.00000000,0.00000000
7a47fab4,0.32399639,0.00000000,0.67600363,0.00000000,0.00000000
7a4d7fe8,0.00841724,0.00000000,0.00074141,0.00000000,0.99084139
7a4fde8c,0.87523067,0.00000000,0.12476932,0.00000000,0.00000000
7a4982d0,0.79304206,0.00000000,0.20695789,0.00000000,0.00000000
7a509264,0.00000046,0.00000000,0.00000004,0.00000000,0.99999952
7a5183c2,0.00000114,0.00000000,0.00000010,0.00000000,0.99999881
7a500240,0.65939146,0.00000000,0.34060854,0.00000000,0.00000000
7a497128,0.64225197,0.00000000,0.35774809,0.00000000,0.00000000
7a4be20a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a51af82,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a469584,0.58906317,0.00000000,0.08401545,0.00000000,0.32692134
7a4a14fc,0.94083816,0.00000000,0.05916182,0.00000000,0.00000000
7a4fce6a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a463724,0.81717247,0.00000000,0.09415034,0.00000000,0.08867713
7a478304,0.42331645,0.00000000,0.57668352,0.00000000,0.00000000
7a4bcf2c,0.04868476,0.00000000,0.00120285,0.00000000,0.95011240
7a4c0c12,0.90800601,0.00000000,0.09199398,0.00000000,0.00000000
7a4f6fec,0.76548928,0.00000000,0.23451072,0.00000000,0.00000000
7a45b9de,0.84101737,0.00000000,0.15898265,0.00000000,0.00000000
7a48419a,0.00804199,0.00000000,0.00052412,0.00000000,0.99143386
7a4f5d7c,0.00068530,0.00000000,0.00012573,0.00000000,0.99918896
7a519088,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a501fb4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4da0ea,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a506816,0.00052087,0.00000000,0.00008456,0.00000000,0.99939454
7a4a83ce,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4af1ba,0.88387477,0.00000000,0.11612504,0.00000000,0.00000017
7a51b482,0.26459911,0.00000000,0.22785605,0.00000000,0.50754482
7a4d2066,0.92213029,0.00000000,0.07786973,0.00000000,0.00000000
7a4c0d48,0.93975246,0.00000000,0.06024757,0.00000000,0.00000000
7a4e9446,0.73254520,0.00000000,0.26745439,0.00000000,0.00000044
7a50e840,0.98892140,0.00000000,0.01107851,0.00000000,0.00000008
7a48e9ec,0.86663854,0.00000000,0.13336141,0.00000000,0.00000000
7a4d504a,0.94070470,0.00000000,0.05929531,0.00000000,0.00000000
7a50ea52,0.60585368,0.00000000,0.39414626,0.00000000,0.00000000
7a4a9076,0.91745734,0.00000000,0.08254108,0.00000000,0.00000155
7a4666ae,0.00011104,0.00000000,0.00000509,0.00000000,0.99988389
7a49dfa0,0.59873569,0.00000000,0.40126431,0.00000000,0.00000000
7a4eac38,0.28711307,0.00000000,0.71288693,0.00000000,0.00000000
7a4e8f5a,0.59589583,0.00000000,0.18131693,0.00000000,0.22278725
7a4e8ae6,0.84566581,0.00000000,0.15433417,0.00000000,0.00000000
7a51a000,0.72385269,0.00000000,0.27614728,0.00000000,0.00000000
7a4b84cc,0.85982382,0.00000000,0.14017616,0.00000000,0.00000000
7a508026,0.00238679,0.00000000,0.00012181,0.00000000,0.99749136
7a4816fc,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4e2dee,0.82523763,0.00000000,0.17474471,0.00000000,0.00001774
7a5067b2,0.72776687,0.00000000,0.27223307,0.00000000,0.00000000
7a4f0d86,0.81172848,0.00000000,0.18827151,0.00000000,0.00000004
7a4e88d4,0.90889555,0.00000000,0.09110438,0.00000000,0.00000000
7a485464,0.68730378,0.00000000,0.31269622,0.00000000,0.00000000
7a46cc48,0.48760188,0.00000000,0.51239806,0.00000000,0.00000000
7a51e272,0.79325819,0.00000000,0.15400554,0.00000000,0.05273624
7a4c3700,0.73324597,0.00000000,0.26675403,0.00000000,0.00000000
7a4951f2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4a985a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a48a40a,0.80975246,0.00000000,0.19024757,0.00000000,0.00000000
7a473dfe,0.76260364,0.00000000,0.23739631,0.00000000,0.00000000
7a5093fe,0.73987341,0.00000000,0.26012653,0.00000000,0.00000000
7a4a3dba,0.74217361,0.00000000,0.25782639,0.00000000,0.00000000
7a4d359c,0.46144795,0.00000000,0.12747203,0.00000000,0.41107997
7a4ad838,0.91667366,0.00000000,0.08332630,0.00000000,0.00000010
7a48f3ce,0.79586446,0.00000000,0.20390272,0.00000000,0.00023284
7a48f432,0.84802377,0.00000000,0.15197618,0.00000000,0.00000000
7a4b00ec,0.76482302,0.00000000,0.23517700,0.00000000,0.00000000
7a4be41c,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4b77a2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a479f6a,0.90910131,0.00000000,0.09089864,0.00000000,0.00000000
7a5003ee,0.62070775,0.00000000,0.15308544,0.00000000,0.22620676
7a4efdb4,0.00872934,0.00000000,0.00100343,0.00000000,0.99026722
7a4e49b4,0.58966708,0.00000000,0.33815262,0.00000000,0.07218027
7a500452,0.43652916,0.00000000,0.56347084,0.00000000,0.00000000
7a5112f2,0.77008814,0.00000000,0.22991186,0.00000000,0.00000000
7a50e70a,0.76753062,0.00000000,0.23246937,0.00000000,0.00000000
7a4f41fc,0.19285832,0.00000000,0.80714166,0.00000000,0.00000000
7a4984e2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4c23be,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a49d744,0.07786064,0.00000000,0.01078915,0.00000000,0.91135025
7a517648,0.96970260,0.00000000,0.03029741,0.00000000,0.00000000
7a45b89e,0.60776502,0.00000000,0.39223498,0.00000000,0.00000000
7a4837a4,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a458a18,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a493bc2,0.54598647,0.00000000,0.45401350,0.00000000,0.00000000
7a4818e6,0.62999344,0.00000000,0.37000665,0.00000000,0.00000000
7a50dc10,0.51572472,0.00000000,0.48427528,0.00000000,0.00000000
7a4ad1b2,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4bd904,0.58971083,0.00000000,0.41028917,0.00000000,0.00000000
7a46e0de,0.92536449,0.00000000,0.06825576,0.00000000,0.00637966
7a4674dc,0.84910321,0.00000000,0.15089676,0.00000000,0.00000000
7a4d45a0,0.83366567,0.00000000,0.16545610,0.00000000,0.00087825
7a4c39d0,0.92440730,0.00000000,0.07559049,0.00000000,0.00000217
7a4ffea8,0.80263406,0.00000000,0.19736588,0.00000000,0.00000000
7a4f5b6a,0.00000000,0.00000000,0.00000000,0.00000000,1.00000000
7a4646a6,0.82621396,0.00000000,0.17378609,0.00000000,0.00000000
7a4cad2a,0.25535986,0.00000000,0.05111943,0.00000000,0.69352072
